会社コード,企業名,決算期,決算種別,連結基準,決算月数,上場コード,日経業種コード,売上高,親会社株主に帰属する当期純利益,資産合計,株主資本
0000063,清水建設,2022/03,10,1,12,11,241401,1482961,47761,2128356,666960
0000065,飛島建設,2006/03,10,1,12,11,241402,164101,-3793,172925,25747
0000065,飛島建設,2007/03,10,1,12,11,241402,183834,-2321,190759,28412
0000065,飛島建設,2008/03,10,1,12,11,241402,157306,-10853,134196,17556
0000065,飛島建設,2009/03,10,1,12,11,241402,142936,500,98514,18055
0000065,飛島建設,2010/03,10,1,12,11,241402,117829,260,94526,18311
0000065,飛島建設,2011/03,10,1,12,11,241402,115896,-7314,91286,10997
0000065,飛島建設,2012/03,10,1,12,11,241402,105621,307,84695,11297
0000065,飛島建設,2013/03,10,1,12,11,241402,111865,442,96120,11737
0000065,飛島建設,2014/03,10,1,12,11,241402,109227,860,85864,12598
0000065,飛島建設,2015/03,10,1,12,11,241402,118652,2449,91594,15178
0000065,飛島建設,2016/03,10,1,12,11,241402,120710,6115,91455,21293
0000065,飛島建設,2017/03,10,1,12,11,241402,117807,4383,98125,25287
0000065,飛島建設,2018/03,10,1,12,11,241402,131121,6024,101908,30734
0000065,飛島建設,2019/03,10,1,12,11,241402,128866,5071,109586,35022
0000065,飛島建設,2020/03,10,1,12,11,241402,134859,5109,121804,39044
0000065,飛島建設,2021/03,10,1,12,11,241402,117295,2451,121598,40533
0000065,飛島建設,2022/03,10,1,12,11,241402,117665,3219,114632,42797
0000067,長谷工コーポレーション,2006/03,10,1,12,11,241402,622396,47689,499918,110914
0000067,長谷工コーポレーション,2007/03,10,1,12,11,241402,723118,33695,546723,114309
0000067,長谷工コーポレーション,2008/03,10,1,12,11,241402,745074,22384,486204,114935
0000067,長谷工コーポレーション,2009/03,10,1,12,11,241402,505500,-7596,485781,82536
0000067,長谷工コーポレーション,2010/03,10,1,12,11,241402,420382,5814,439273,102085
0000067,長谷工コーポレーション,2011/03,10,1,12,11,241402,440429,10137,457487,111459
0000067,長谷工コーポレーション,2012/03,10,1,12,11,241402,500929,11242,467075,116951
0000067,長谷工コーポレーション,2013/03,10,1,12,11,241402,558919,13064,460864,124482
0000067,長谷工コーポレーション,2014/03,10,1,12,11,241402,587571,24830,457408,128632
0000067,長谷工コーポレーション,2015/03,10,1,12,11,241402,642167,28542,476914,143356
0000067,長谷工コーポレーション,2016/03,10,1,12,11,241402,787354,51226,589993,191580
0000067,長谷工コーポレーション,2017/03,10,1,12,11,241402,772328,58762,630937,245358
0000067,長谷工コーポレーション,2018/03,10,1,12,11,241402,813276,72289,687706,301244
0000067,長谷工コーポレーション,2019/03,10,1,12,11,241402,890981,87391,773219,373646
0000067,長谷工コーポレーション,2020/03,10,1,12,11,241402,846029,59851,799319,401187
0000067,長谷工コーポレーション,2021/03,10,1,12,11,241402,809438,48258,953659,402855
0000067,長谷工コーポレーション,2022/03,10,1,12,11,241402,909708,54490,1081907,422689
0000069,松井建設,2006/03,10,1,12,11,241402,85241,947,70687,19829
0000069,松井建設,2007/03,10,1,12,11,241402,87670,816,68790,20213
0000069,松井建設,2008/03,10,1,12,11,241402,85652,465,65153,20341
0000069,松井建設,2009/03,10,1,12,11,241402,73901,282,68318,20318
0000069,松井建設,2010/03,10,1,12,11,241402,78145,-619,55793,19422
0000069,松井建設,2011/03,10,1,12,11,241402,74865,240,49577,19417
0000069,松井建設,2012/03,10,1,12,11,241402,71847,361,49308,19534
0000069,松井建設,2013/03,10,1,12,11,241402,77772,621,50153,19910
0000069,松井建設,2014/03,10,1,12,11,241402,78529,847,55197,20512
0000069,松井建設,2015/03,10,1,12,11,241402,85109,2191,61405,22868
0000069,松井建設,2016/03,10,1,12,11,241402,87958,3838,70480,26402
0000069,松井建設,2017/03,10,1,12,11,241402,89341,4390,69684,30273
0000069,松井建設,2018/03,10,1,12,11,241402,92344,3617,78709,33189
0000069,松井建設,2019/03,10,1,12,11,241402,92471,3696,70774,36122
0000069,松井建設,2020/03,10,1,12,11,241402,94422,2559,68655,37888
0000069,松井建設,2021/03,10,1,12,11,241402,87579,2252,74425,39377
0000069,松井建設,2022/03,10,1,12,11,241402,82468,1792,68428,39807
0000070,銭高組,2006/03,10,1,12,12,241402,176403,3373,223661,24484
0000070,銭高組,2007/03,10,1,12,12,241402,168357,407,252667,24531
0000070,銭高組,2008/03,10,1,12,12,241402,172859,-3463,226678,20705
0000070,銭高組,2009/03,10,1,12,12,241402,206393,447,202560,20793
0000070,銭高組,2010/03,10,1,12,12,241402,172643,795,179674,21228
0000070,銭高組,2011/03,10,1,12,12,241402,128161,-2478,156697,18389
0000070,銭高組,2012/03,10,1,12,12,241402,133975,91,151905,18503
0000070,銭高組,2013/03,10,1,12,12,241402,113605,-4581,143993,13922
0000070,銭高組,2014/03,10,1,12,12,241402,117522,3223,149846,17145
0000070,銭高組,2015/03,10,1,12,12,241402,113256,14081,146862,31188
0000070,銭高組,2016/03,10,1,12,12,241402,115041,2937,128292,34124
0000070,銭高組,2017/03,10,1,12,12,241402,110920,4324,146929,37913
0000070,銭高組,2018/03,10,1,12,12,241402,126005,5774,155391,43328
0000070,銭高組,2019/03,10,1,12,12,241402,128130,4335,161206,46947
0000070,銭高組,2020/03,10,1,12,12,241402,132957,4462,172307,50692
0000070,銭高組,2021/03,10,1,12,12,241402,105792,3219,153361,53195
0000070,銭高組,2022/03,10,1,12,12,241402,101903,1812,155098,54291
0000071,鹿島,2006/03,10,1,12,11,241401,1770834,22107,1905964,177116
0000071,鹿島,2007/03,10,1,12,11,241401,1891366,41310,2107222,202997
0000071,鹿島,2008/03,10,1,12,11,241401,1894044,40709,1918395,222721
0000071,鹿島,2009/03,10,1,12,11,241401,1948540,-6296,1885426,205717
0000071,鹿島,2010/03,10,1,12,11,241401,1637362,13225,1796865,217947
0000071,鹿島,2011/03,10,1,12,11,241401,1325679,25844,1644962,237251
0000071,鹿島,2012/03,10,1,12,11,241401,1457754,3833,1686221,233457
0000071,鹿島,2013/03,10,1,12,11,241401,1485019,23429,1686072,252758
0000071,鹿島,2014/03,10,1,12,11,241401,1521191,20752,1789495,269265
0000071,鹿島,2015/03,10,1,12,11,241401,1693658,15139,1839259,283593
0000071,鹿島,2016/03,10,1,12,11,241401,1742700,72323,1886781,351943
0000071,鹿島,2017/03,10,1,12,11,241401,1821805,104857,1992822,440080
0000071,鹿島,2018/03,10,1,12,11,241401,1830625,126778,2051226,544378
0000071,鹿島,2019/03,10,1,12,11,241401,1974269,109839,2091175,625167
0000071,鹿島,2020/03,10,1,12,11,241401,2010751,103242,2172108,691697
0000071,鹿島,2021/03,10,1,12,11,241401,1907176,98522,2164806,752674
0000071,鹿島,2022/03,10,1,12,11,241401,2079695,103867,2337741,809114
0000072,不動テトラ,2006/03,10,1,12,11,241402,57312,538,38964,4390
0000072,不動テトラ,2007/03,10,1,12,11,241402,67085,-2468,67205,24659
0000072,不動テトラ,2008/03,10,1,12,11,241402,72677,-5275,55188,19055
0000072,不動テトラ,2009/03,10,1,12,11,241402,71937,-6394,48558,12333
0000072,不動テトラ,2010/03,10,1,12,11,241402,67405,286,45650,12619
0000072,不動テトラ,2011/03,10,1,12,11,241402,56051,-44,43878,12574
0000072,不動テトラ,2012/03,10,1,12,11,241402,51101,176,43262,12751
0000072,不動テトラ,2013/03,10,1,12,11,241402,58228,1281,47373,14032
0000072,不動テトラ,2014/03,10,1,12,11,241402,72434,3821,50152,17274
0000072,不動テトラ,2015/03,10,1,12,11,241402,70718,3900,48120,20680
0000072,不動テトラ,2016/03,10,1,12,11,241402,64004,2008,45927,21701
0000072,不動テトラ,2017/03,10,1,12,11,241402,67157,2568,47361,23528
0000072,不動テトラ,2018/03,10,1,12,11,241402,62805,2445,53103,24986
0000072,不動テトラ,2019/03,10,1,12,11,241402,67081,2438,53826,26197
0000072,不動テトラ,2020/03,10,1,12,11,241402,71200,2777,52932,27690
0000072,不動テトラ,2021/03,10,1,12,11,241402,72308,2990,54082,29309
0000072,不動テトラ,2022/03,10,1,12,11,241402,66778,2063,51901,29942
0000073,大末建設,2006/03,10,1,12,11,241402,95525,886,63277,6058
0000073,大末建設,2007/03,10,1,12,11,241402,95465,-1911,63960,4135
0000073,大末建設,2008/03,10,1,12,11,241402,79278,1264,49136,5392
0000073,大末建設,2009/03,10,1,12,11,241402,65363,181,48011,5571
0000073,大末建設,2010/03,10,1,12,11,241402,54017,-770,38711,4800
0000073,大末建設,2011/03,10,1,12,11,241402,49050,311,35961,5109
0000073,大末建設,2012/03,10,1,12,11,241402,42002,-894,35465,4192
0000073,大末建設,2013/03,10,1,12,11,241402,39248,-826,27674,3364
0000073,大末建設,2014/03,10,1,12,11,241402,52182,1239,36210,4593
0000073,大末建設,2015/03,10,1,12,11,241402,55726,1633,32855,6221
0000073,大末建設,2016/03,10,1,12,11,241402,59880,2270,34707,8437
0000073,大末建設,2017/03,10,1,12,11,241402,64539,3547,39815,11773
0000073,大末建設,2018/03,10,1,12,11,241402,52872,1848,38099,13514
0000073,大末建設,2019/03,10,1,12,11,241402,64864,2815,43622,16117
0000073,大末建設,2020/03,10,1,12,11,241402,65167,1897,41406,17643
0000073,大末建設,2021/03,10,1,12,11,241402,56490,1603,40533,18823
0000073,大末建設,2022/03,10,1,12,11,241402,69645,1816,48662,20215
0000074,鉄建建設,2006/03,10,1,12,11,241402,194577,1427,198439,33617
0000074,鉄建建設,2007/03,10,1,12,11,241402,183117,-8244,188932,24911
0000074,鉄建建設,2008/03,10,1,12,11,241402,180897,675,175525,25698
0000074,鉄建建設,2009/03,10,1,12,11,241402,153275,1065,155472,26977
0000074,鉄建建設,2010/03,10,1,12,11,241402,139229,1083,154527,27920
0000074,鉄建建設,2011/03,10,1,12,11,241402,130831,1486,152763,29404
0000074,鉄建建設,2012/03,10,1,12,11,241402,130431,-110,150614,29158
0000074,鉄建建設,2013/03,10,1,12,11,241402,126609,-1234,162082,27789
0000074,鉄建建設,2014/03,10,1,12,11,241402,137281,1250,166426,29044
0000074,鉄建建設,2015/03,10,1,12,11,241402,150672,1467,181367,30405
0000074,鉄建建設,2016/03,10,1,12,11,241402,171243,1271,183672,31438
0000074,鉄建建設,2017/03,10,1,12,11,241402,165053,3998,183730,35123
0000074,鉄建建設,2018/03,10,1,12,11,241402,168551,5639,188928,37315
0000074,鉄建建設,2019/03,10,1,12,11,241402,174670,5587,193676,42136
0000074,鉄建建設,2020/03,10,1,12,11,241402,192842,4960,200137,45884
0000074,鉄建建設,2021/03,10,1,12,11,241402,182020,4387,185237,49021
0000074,鉄建建設,2022/03,10,1,12,11,241402,151551,4706,173079,51474
0000079,西松建設,2006/03,10,1,12,11,241402,449061,4184,724745,164638
0000079,西松建設,2007/03,10,1,12,11,241402,492527,-7467,713713,153165
0000079,西松建設,2008/03,10,1,12,11,241402,432694,-2955,649079,147687
0000079,西松建設,2009/03,10,1,12,11,241402,424047,2569,589982,147747
0000079,西松建設,2010/03,10,1,12,11,241402,396823,-40092,414393,106542
0000079,西松建設,2011/03,10,1,12,11,241402,257856,1404,331998,107944
0000079,西松建設,2012/03,10,1,12,11,241402,263928,2732,322523,109567
0000079,西松建設,2013/03,10,1,12,11,241402,253250,3411,342974,111852
0000079,西松建設,2014/03,10,1,12,11,241402,314638,5586,374399,117539
0000079,西松建設,2015/03,10,1,12,11,241402,342989,9220,386469,122366
0000079,西松建設,2016/03,10,1,12,11,241402,308826,14598,351334,134189
0000079,西松建設,2017/03,10,1,12,11,241402,315228,19210,385674,147696
0000079,西松建設,2018/03,10,1,12,11,241402,284412,16914,381355,158255
0000079,西松建設,2019/03,10,1,12,11,241402,349318,18784,466327,171827
0000079,西松建設,2020/03,10,1,12,11,241402,391621,18721,497045,184803
0000079,西松建設,2021/03,10,1,12,11,241402,336241,17166,472440,196157
0000079,西松建設,2022/03,10,1,12,11,241402,323754,15103,477613,145458
0000080,三井住友建設,2006/03,10,1,12,11,241402,545384,180148,362285,17412
0000080,三井住友建設,2007/03,10,1,12,11,241402,529950,7013,340081,24428
0000080,三井住友建設,2008/03,10,1,12,11,241402,499989,-2646,337893,20681
0000080,三井住友建設,2009/03,10,1,12,11,241402,396065,-5147,240788,15554
0000080,三井住友建設,2010/03,10,1,12,11,241402,336476,2543,222588,18095
0000080,三井住友建設,2011/03,10,1,12,11,241402,298647,1541,197021,18803
0000080,三井住友建設,2012/03,10,1,12,11,241402,313558,1374,233608,20014
0000080,三井住友建設,2013/03,10,1,12,11,241402,342727,2042,221416,22056
0000080,三井住友建設,2014/03,10,1,12,11,241402,382724,4201,250716,26066
0000080,三井住友建設,2015/03,10,1,12,11,241402,377825,6955,279450,33277
0000080,三井住友建設,2016/03,10,1,12,11,241402,414958,9902,293663,42411
0000080,三井住友建設,2017/03,10,1,12,11,241402,403908,17035,302152,57785
0000080,三井住友建設,2018/03,10,1,12,11,241402,417310,20723,317688,76055
0000080,三井住友建設,2019/03,10,1,12,11,241402,448758,18828,340851,90509
0000080,三井住友建設,2020/03,10,1,12,11,241402,472402,15550,353410,99969
0000080,三井住友建設,2021/03,10,1,12,11,241402,421619,8743,376826,104500
0000080,三井住友建設,2022/03,10,1,12,11,241402,403275,-7022,394073,93810
0000081,大豊建設,2006/03,10,1,12,11,241402,167255,1607,160848,25076
0000081,大豊建設,2007/03,10,1,12,11,241402,155825,1014,163981,25699
0000081,大豊建設,2008/03,10,1,12,11,241402,163246,-647,155363,24728
0000081,大豊建設,2009/03,10,1,12,11,241402,142353,-3536,117139,21061
0000081,大豊建設,2010/03,10,1,12,11,241402,120978,624,96171,21684
0000081,大豊建設,2011/03,10,1,12,11,241402,116564,490,89802,22111
0000081,大豊建設,2012/03,10,1,12,11,241402,101179,-499,89662,21547
0000081,大豊建設,2013/03,10,1,12,11,241402,112740,-2629,89960,18901
0000081,大豊建設,2014/03,10,1,12,11,241402,126416,1864,96535,24001
0000081,大豊建設,2015/03,10,1,12,11,241402,138525,4616,109185,30345
0000081,大豊建設,2016/03,10,1,12,11,241402,146815,5554,117353,41083
0000081,大豊建設,2017/03,10,1,12,11,241402,143613,7037,129232,47687
0000081,大豊建設,2018/03,10,1,12,11,241402,149649,7883,140561,54850
0000081,大豊建設,2019/03,10,1,12,11,241402,150777,6141,146938,58810
0000081,大豊建設,2020/03,10,1,12,11,241402,162811,6647,152187,63400
0000081,大豊建設,2021/03,10,1,12,11,241402,161697,6262,170899,71590
0000081,大豊建設,2022/03,10,1,12,11,241402,156520,5987,169621,72636
0000085,佐田建設,2006/03,10,1,12,12,241402,43269,720,25206,3466
0000085,佐田建設,2007/03,10,1,12,12,241402,40861,306,24384,3766
0000085,佐田建設,2008/03,10,1,12,12,241402,39760,525,25689,4334
0000085,佐田建設,2009/03,10,1,12,12,241402,36452,202,24230,4535
0000085,佐田建設,2010/03,10,1,12,12,241402,27809,-665,17135,3871
0000085,佐田建設,2011/03,10,1,12,12,241402,25617,2071,18230,5941
0000085,佐田建設,2012/03,10,1,12,12,241402,22899,605,17103,6547
0000085,佐田建設,2013/03,10,1,12,12,241402,29864,489,22317,7036
0000085,佐田建設,2014/03,10,1,12,12,241402,32859,711,21404,7669
0000085,佐田建設,2015/03,10,1,12,12,241402,32427,1298,21272,8851
0000085,佐田建設,2016/03,10,1,12,12,241402,32237,1299,21874,9956
0000085,佐田建設,2017/03,10,1,12,12,241402,29140,1266,23163,11021
0000085,佐田建設,2018/03,10,1,12,12,241402,30224,1070,24974,11890
0000085,佐田建設,2019/03,10,1,12,12,241402,28828,463,24506,12136
0000085,佐田建設,2020/03,10,1,12,12,241402,36494,1123,28488,13054
0000085,佐田建設,2021/03,10,1,12,12,241402,31689,651,25199,13428
0000085,佐田建設,2022/03,10,1,12,12,241402,26660,355,25837,13583
0000086,ナカノフドー建設,2006/03,10,1,12,12,241402,88285,681,63550,10427
0000086,ナカノフドー建設,2007/03,10,1,12,12,241402,101702,953,78087,11380
0000086,ナカノフドー建設,2008/03,10,1,12,12,241402,116360,1767,73542,11965
0000086,ナカノフドー建設,2009/03,10,1,12,12,241402,116593,1768,80725,11572
0000086,ナカノフドー建設,2010/03,10,1,12,12,241402,120186,1829,71183,13194
0000086,ナカノフドー建設,2011/03,10,1,12,12,241402,120283,639,65231,13626
0000086,ナカノフドー建設,2012/03,10,1,12,12,241402,110344,-2024,65838,11395
0000086,ナカノフドー建設,2013/03,10,1,12,12,241402,117254,653,71927,11944
0000086,ナカノフドー建設,2014/03,10,1,12,12,241402,129177,1543,76478,13384
0000086,ナカノフドー建設,2015/03,10,1,12,12,241402,125260,2717,78419,16613
0000086,ナカノフドー建設,2016/03,10,1,12,12,241402,114989,3986,73976,20427
0000086,ナカノフドー建設,2017/03,10,1,12,12,241402,116802,5544,77984,25730
0000086,ナカノフドー建設,2018/03,10,1,12,12,241402,104456,3947,84554,29333
0000086,ナカノフドー建設,2019/03,10,1,12,12,241402,117152,3990,84450,32909
0000086,ナカノフドー建設,2020/03,10,1,12,12,241402,116838,2781,81217,35209
0000086,ナカノフドー建設,2021/03,10,1,12,12,241402,115994,335,84235,35064
0000086,ナカノフドー建設,2022/03,10,1,12,12,241402,96470,-1594,82190,33056
0000090,奥村組,2006/03,10,1,12,11,241402,269888,4161,437155,147316
0000090,奥村組,2007/03,10,1,12,11,241402,227770,4124,415647,148028
0000090,奥村組,2008/03,10,1,12,11,241402,254089,-32475,332711,111460
0000090,奥村組,2009/03,10,1,12,11,241402,226973,-3405,293677,106196
0000090,奥村組,2010/03,10,1,12,11,241402,198493,651,241758,105033
0000090,奥村組,2011/03,10,1,12,11,241402,192617,3604,229771,106822
0000090,奥村組,2012/03,10,1,12,11,241402,179284,-2958,216856,102057
0000090,奥村組,2013/03,10,1,12,11,241402,196554,2683,234033,102935
0000090,奥村組,2014/03,10,1,12,11,241402,193024,3755,239663,104868
0000090,奥村組,2015/03,10,1,12,11,241402,205268,4921,260302,106631
0000090,奥村組,2016/03,10,1,12,11,241402,205291,8625,266680,112778
0000090,奥村組,2017/03,10,1,12,11,241402,203090,13614,289474,122188
0000090,奥村組,2018/03,10,1,12,11,241402,223927,15163,313863,130745
0000090,奥村組,2019/03,10,1,12,11,241402,220884,12314,297690,132349
0000090,奥村組,2020/03,10,1,12,11,241402,226371,9795,294919,131879
0000090,奥村組,2021/03,10,1,12,11,241402,220712,10285,329005,136902
0000090,奥村組,2022/03,10,1,12,11,241402,242458,12541,332348,139727
0000092,東鉄工業,2006/03,10,1,12,11,241406,99912,2551,72645,24335
0000092,東鉄工業,2007/03,10,1,12,11,241406,96791,2871,75505,26738
0000092,東鉄工業,2008/03,10,1,12,11,241406,100543,2169,72049,28590
0000092,東鉄工業,2009/03,10,1,12,11,241406,89551,2110,62574,30198
0000092,東鉄工業,2010/03,10,1,12,11,241406,88644,2813,65061,32511
0000092,東鉄工業,2011/03,10,1,12,11,241406,92146,3691,70116,35628
0000092,東鉄工業,2012/03,10,1,12,11,241406,86945,3607,67733,38593
